"sex","age","weight","height","classes"
"Female",19,148.5,63.7,2
"Female",20,130.7,63.8,4
"Female",18,179.8,68.3,2
"Female",17,181.4,61,6
"Male",22,212.1,71.8,2
"Female",19,138.6,61,5
"Female",22,144.4,68.1,4
"Female",18,150.3,61.8,2
"Female",19,126.9,67.9,2
"Male",19,212.9,74.1,2
"Male",18,227.2,72.1,5
"Female",17,101.7,64.6,2
"Male",20,192.9,78.8,3
"Male",18,174.2,71.5,3
"Female",17,123,62,5
"Male",18,182.5,67.5,2
"Female",19,172.8,68.2,2
"Male",22,183,73.1,2
"Female",17,152.5,69.3,4
"Female",18,96.3,62,3
"Female",20,129.5,63.4,2
"Male",22,195.5,70.3,2
"Female",18,152.3,67.9,6
"Male",22,198,65.5,2
"Male",21,211.8,70.3,7
"Male",20,207,63.3,6
"Male",18,235.7,68.8,3
"Male",21,272.8,65.1,2
"Male",21,219.3,76.6,2
"Male",18,136.7,73.6,2
"Female",21,124.2,70.8,2
"Male",17,178.4,71.9,3
"Male",18,256.5,72.7,3
"Female",17,187.2,65.6,4
"Male",21,108.9,75.8,5
"Male",22,160.9,69.7,3
"Female",17,176.9,60.5,3
"Female",21,136.2,66.8,4
"Female",20,231.8,66.8,3
"Female",19,120.5,64.4,2
"Male",19,192.7,69.1,3
"Male",20,188.4,68.2,3
"Male",18,208.1,72.8,3
"Female",20,147.6,62.4,5
"Female",18,164.1,62,7
"Female",17,126.2,63.6,4
"Female",21,169.6,68.9,2
"Male",20,153.2,63.1,5
"Male",21,245.2,67.5,2
"Female",19,112.3,64.5,3
"Female",17,135,63.5,5
"Male",19,157.8,71.3,6
"Male",21,189.9,65.2,5
"Female",18,133.6,67.6,4
"Female",18,188.7,61.1,2
"Male",17,117.2,72.1,6
"Male",18,200.2,69.7,4
"Male",19,188.9,69.5,5
"Male",18,172.4,72.6,5
"Female",18,128.6,63.8,5
"Male",21,204.7,74.8,7
"Female",21,194.7,61.2,6
"Female",18,118.2,62.8,5
"Female",19,122.8,70.8,5
"Female",17,201.1,66.4,7
"Female",17,124.3,65.6,4
"Male",17,233.9,79,4
"Male",21,174,70.1,5
"Male",19,185.6,72.5,4
"Male",22,184.7,74.8,4
"Female",20,90.2,57.5,5
"Male",21,210.4,68.2,5
"Male",18,220.3,69.7,2
"Female",22,165.2,66,5
"Male",17,169.4,73.9,2
"Female",22,158,71.4,3
"Female",18,165.4,63.5,6
"Female",22,195.9,69.1,4
"Male",22,104.9,67,3
"Female",19,183.6,69.7,2
"Female",19,106.4,61.6,4
"Female",19,97.6,66.4,2
"Male",21,219.9,67.3,5
"Male",21,180.6,67.3,3
"Female",18,170.3,57.3,2
"Male",22,185.7,72.3,7
"Female",20,133.1,64.8,2
"Male",21,170.7,65.9,7
"Male",21,219.5,69.8,5
"Male",17,170,76.8,3
"Male",21,159,68.4,5
"Male",22,150.7,71.6,3
"Male",17,199,71.8,2
"Male",18,169.3,67.3,2
"Female",17,146.2,56.4,5
"Male",19,196.8,70.2,5
"Female",21,114.5,63.6,2
"Female",22,118.2,67.9,2
"Female",21,120.7,63.6,2
"Female",19,164.6,67.8,6
"Male",18,180.4,69.6,3
"Female",20,124,65.2,2
"Male",20,264.9,66.1,4
"Female",17,114.3,63.2,6
"Male",18,195.9,71.6,6
"Male",19,170.3,79.1,5
"Male",17,225.2,66.9,4
"Female",19,136.2,63.9,3
"Female",19,101.7,64.7,4
"Male",17,146.4,71.6,3
"Female",22,93.1,69.2,3
"Female",18,131.2,68.8,2
"Male",19,145.7,65.3,3
"Male",19,174.4,70.5,6
"Female",20,158.3,65.8,4
"Female",22,170.4,63.5,4
"Male",20,216.1,66.6,3
"Female",21,136.4,64.2,5
"Female",22,189.3,61,4
"Female",17,138.1,65.3,4
"Female",20,168.5,68.8,2
"Female",20,112.9,73.8,5
"Female",19,134.8,67.7,2
"Female",22,116.2,68.1,2
"Male",20,188.3,71.7,2
"Female",18,127.4,68.1,5
"Female",22,121.5,57.5,2
"Male",20,201.7,67.2,3
"Female",17,220.3,65.1,6
"Female",17,108.3,63.6,2
"Female",18,186.2,68.6,2
"Female",21,143.6,65,3
"Male",20,162.9,76.1,2
"Male",18,211,65.4,3
"Male",18,194.7,66.9,6
"Male",19,170.5,67.3,3
"Female",18,163.8,60.4,3
"Female",22,131.5,62.9,2
"Female",20,95.1,69,3
"Female",20,130,62.3,2
"Male",21,103.2,74.3,4
"Female",17,201.2,62.3,2
"Male",19,130.7,64,5
"Male",22,154.5,77.6,3
"Female",18,168.3,68.1,3
"Male",21,134.4,70.1,4
"Female",18,106.7,63.6,4
"Female",19,105.1,67,3
"Female",17,153.9,60.5,3
"Male",18,166.2,68.8,5
"Female",19,151.1,63.7,5
"Male",17,145,68.2,2
"Female",17,135.5,62.4,2
"Male",22,215.2,71.3,4
"Male",21,224.9,67.5,2
"Male",19,184.8,77,6
"Male",19,198.5,75.5,4
"Female",17,123.2,65.4,2
"Male",18,158.6,71.9,4
"Male",22,131.8,64.5,2
"Male",18,229.9,66.9,4
"Female",19,169,71.8,2
"Female",18,174.7,61.2,4
"Female",20,156.1,66.3,3
"Female",21,148.9,68.4,7
"Female",21,133.7,72.8,2
"Male",21,171.2,70.6,3
"Female",17,147.5,61.5,5
"Male",19,203.8,64.5,2
"Female",17,132.7,64,5
"Female",17,98.8,70,2
"Female",19,140.4,74.9,2
"Female",20,176.1,60,3
"Female",22,136.3,68,3
"Male",20,122.7,61.6,6
"Female",18,107.3,65.5,5
"Female",21,135.6,62.2,4
"Male",20,148.6,67.1,6
"Female",19,148.3,66.3,2
"Female",20,145.3,64.4,7
"Male",18,211.1,72.7,3
"Male",22,190.1,67.6,2
"Male",20,168.1,68.9,4
"Female",18,141.2,62.1,5
"Male",17,147.9,72.2,3
"Male",22,231.6,75.8,2
"Female",17,136.4,69.4,2
"Female",17,148.5,60.9,3
"Male",22,152.6,70.5,3
"Female",19,143.5,63.6,3
"Female",18,132.9,57.1,7
"Male",17,220.2,66.9,2
"Male",18,161.2,66.9,6
"Male",17,167.9,76.3,4
"Female",20,144.9,64.9,3
"Female",17,175.2,66.6,3
"Male",17,218.6,69.2,5
"Male",22,131.9,69.1,5
"Male",21,191.5,72.1,5
"Male",20,224.9,78.2,4
"Female",18,155.1,65.2,3
"Female",17,140.3,63.2,4
"Male",21,232.3,65,3
"Female",22,162.8,66.4,3
"Female",19,131.9,60.7,4
"Female",18,153.2,60.1,3
"Female",19,136.6,66,6
"Male",20,192.5,73,4
"Male",17,140.1,66.1,4
"Male",21,224.4,70.2,4
"Female",22,141.8,67.2,3
"Female",18,162.7,62.5,2
"Female",20,140.8,62.8,2
"Female",17,116,62.7,3
"Female",18,163,66.7,2
"Female",22,189.1,65.5,2
"Male",21,254.7,72.3,3
"Male",17,126.9,69.7,2
"Male",20,140.7,73.7,3
"Male",18,190.5,69.8,5
"Male",18,164.3,62,2
"Female",18,140.8,56.3,3
"Male",20,169.2,74.8,2
"Male",17,176.4,68.6,3
"Female",22,96.7,68,2
"Female",18,175,62.1,2
"Female",17,113.9,64.4,4
"Female",18,99.6,67.2,6
"Male",22,113.5,69.1,3
"Male",20,189.6,72.8,4
"Female",21,135.5,60.8,4
"Female",20,98.5,64.6,3
"Female",21,166.1,66.8,4
"Female",20,181.2,63.3,2
"Female",19,166.5,65.8,4
"Female",20,128.5,65,6
"Male",19,264.8,67.4,3
"Female",19,139.4,64,5
"Female",18,151.7,62.2,3
"Female",17,166.8,64.6,3
"Female",20,131.2,67.1,2
"Female",20,132.9,70.9,2
"Female",20,127.2,60.7,5
"Female",21,116.3,62.7,7
"Female",21,164.5,61.4,3
"Male",17,219.4,68.9,4
"Male",17,203.4,68.5,2
"Female",22,127.9,69.5,3
"Male",17,170.9,69.7,5
"Female",17,137.2,63.1,5
"Male",20,189.4,69.9,3
"Male",17,168.6,74.1,2
"Female",18,142.2,70.5,2
"Female",18,125,65.7,5
"Female",19,150.1,59.5,2
"Male",22,154.1,63.9,6
"Male",21,184.3,62.6,2
"Male",20,224.1,75.1,5
"Female",18,143,62.3,3
"Female",20,169.8,60.7,3
"Male",17,137.5,68,2
"Female",22,157.8,64.4,4
"Female",17,167.9,65.7,3
"Female",19,143.7,61.1,2
"Male",20,141.7,68.3,3
"Female",18,119.3,68.1,4
"Male",18,204.4,65.5,2
"Male",19,176.2,70.3,2
"Female",22,127,66.2,4
"Male",22,192.3,75,4
"Female",21,153.9,66.5,6
"Male",21,232.9,68.1,5
"Female",17,117,60.2,4
"Female",21,172.2,65.8,3
"Male",21,177.1,74.8,4
"Female",20,142.7,60.2,2
"Female",22,156.4,64.3,5
"Male",22,120.7,70.4,2
"Female",22,160.6,63.7,2
"Male",22,197.8,71.6,3
"Female",19,97.4,61.2,7
"Male",17,170,73.1,2
"Male",19,119.2,78.4,3
"Female",18,148.7,65.9,3
"Male",21,146.9,66.4,3
"Male",19,156,63.5,5
"Male",21,227.5,70.6,3
"Male",20,153.7,66.1,5
"Female",19,133.6,69,3
"Male",21,105.5,70.5,3
"Female",18,141,61.9,2
"Female",20,150.4,64.5,4
"Female",18,108.5,64.2,5
"Female",19,118,70.4,4
"Male",19,175.6,73.3,6
"Female",21,116.3,59.3,2
"Female",17,144.2,67.5,3
"Female",17,116.5,69.1,5
"Female",21,136,68.1,2
"Female",21,121.2,60.7,2
"Female",20,113.5,64.3,2
"Female",20,146.1,58.8,4
"Male",21,180.6,75.8,3
"Female",19,180.5,60.4,3
"Female",20,148.5,70,2
"Female",20,173.1,65.5,2
"Female",18,108.1,63.4,2
"Female",20,113.9,60.9,3
"Male",20,152.6,75.1,7
"Male",17,174.6,66.3,5
"Male",21,155.3,65.2,3
"Male",22,205.3,74.5,4
"Female",18,123.6,66.4,4
"Female",17,168.5,60,4
"Female",19,134.9,63.1,2
"Male",21,197.9,77.7,3
"Female",17,181.9,61.9,3
"Female",22,129.7,63.5,4
"Female",20,125.1,63.7,3
"Female",19,146.6,63.2,2
"Male",21,144.7,75.4,4
"Female",21,121.4,69.3,5
"Male",20,122.9,65.3,5
"Female",18,124.1,63.2,2
"Female",17,120.4,65.6,4
"Male",22,108.2,72.7,7
"Male",18,214.9,74.2,3
"Male",21,172.6,78.3,2
"Male",20,143.7,69,6
"Male",20,187,69.8,6
"Male",19,193.7,74.9,3
"Male",20,186.7,73,3
"Male",17,152.7,73.9,2
"Male",18,214.8,69.4,3
"Male",21,227.3,71.4,5
"Female",19,147.8,65.9,3
"Female",21,163.9,62.9,3
"Female",22,114.9,64.5,5
"Male",18,176.5,70.7,3
"Female",21,154.3,59.4,4
"Female",20,153.2,56.5,2
"Male",19,176.3,76.2,2
"Female",22,135.9,67.9,5
"Male",17,193.6,68.6,3
"Male",17,179.8,69.4,4
"Female",18,146.2,63.6,3
"Male",21,197.5,70.2,3
"Female",17,134,64.4,3
"Male",21,129.8,77,4
"Female",19,163.8,67.3,2
"Male",21,125.2,79.9,4
"Male",18,203.2,68.6,2
"Male",21,116.4,76.7,7
"Male",19,192.7,63.5,3
"Female",19,147.2,61.3,5
"Male",20,154.4,73.2,4
"Female",19,191.6,64.9,4
"Male",17,223.8,70,3
"Female",22,96.2,64.6,4
"Female",20,171.4,71.2,3
"Male",17,192,74.9,4
"Female",20,143.5,60.5,3
"Female",19,114.1,61.5,5
"Female",17,147,65,4
"Female",17,137.1,69.1,2
"Male",21,210.1,78.5,4
"Male",17,153.2,69.3,5
"Female",20,132.6,65.7,3
"Female",21,114.7,66.6,5
"Female",18,142.6,68,2
"Male",18,183.5,69.5,5
"Male",17,220.6,66.1,3
"Male",18,139.3,74.3,7
"Female",22,150.3,63.8,2
"Female",21,156.9,63.8,3
"Male",17,234.2,76.6,5
"Female",21,213.4,66.1,2
"Male",19,168.2,69.7,2
"Male",21,210.7,74,3
"Male",19,156.3,67.8,3
"Female",17,155,67.7,2
"Male",20,182.6,71.7,3
"Male",19,293,74.2,4
"Female",22,114.7,70.7,2
"Female",22,151.4,67.8,4
"Female",21,141.3,63.8,5
"Female",20,181.2,63,7
"Male",22,272,65.8,4
"Male",21,147.9,73.6,2
"Male",20,279.4,70.5,5
"Female",17,137.1,65.9,5
"Female",20,122.3,62.2,4
"Female",20,182.1,69.3,2
"Female",18,108.7,63.3,2
"Female",22,146.4,68.1,2
"Female",20,133.7,68.3,5
"Female",18,194.8,68.5,3
"Female",19,108.4,61.1,4
"Male",18,168,67.5,2
"Male",17,227.3,74.2,2
"Male",21,169.3,71,3
"Male",17,175.1,74.3,4
"Female",21,119,61.2,4
"Female",18,143.9,63.2,5
"Female",20,133.4,71.1,3
"Male",17,189.7,64.3,2
"Male",19,235.7,67.4,2
"Female",20,134.1,65.5,2
"Female",19,216.9,65.6,6
"Male",17,186.2,70.9,2
"Female",20,103.2,61.6,4
"Male",20,166.8,69.1,2
"Female",21,148.8,67,2
"Female",17,149.2,66.4,2
"Female",19,193.9,62.5,6
"Male",21,246.2,71.5,3
"Female",20,180.8,66.6,3
"Male",22,240.2,69.9,2
"Female",22,161.8,63.3,2
"Female",20,197.8,60.2,2
"Female",18,136.1,66.9,4
"Female",17,100.7,67.1,3
"Female",18,165.5,66.4,4
"Male",19,195.1,69.5,3
"Female",20,109.4,67.6,3
"Male",19,173.1,71.9,4
"Female",22,220,71.3,2
"Female",17,153.9,68.6,4
"Female",20,101.3,68.9,5
"Female",20,132.4,60.5,3
"Female",21,162.4,64.9,3
"Female",21,145,62.1,5
"Male",20,116.4,68.7,5
"Female",21,118.4,57.5,2
"Female",21,139.2,64.3,5
"Male",18,129.1,77.6,4
"Male",20,167.9,68.3,2
"Male",19,252.5,70.6,3
"Male",18,181.2,68.5,5
"Male",17,156.1,76.9,4
"Female",20,129.3,71.9,5
"Female",20,123.4,68.2,5
"Male",20,263.9,66.6,6
"Male",22,173.5,66.8,5
"Female",21,148.5,64.3,4
"Male",20,200.4,59.2,3
"Male",21,209.8,75.5,5
"Female",17,165.2,64.8,4
"Male",18,269.8,61.9,2
"Male",22,150.7,67.9,3
"Female",17,154.2,69.1,2
"Male",17,195.7,68.5,4
"Female",21,182,68,7
"Male",19,145.9,73.9,4
"Female",18,170.1,62.1,4
"Female",17,162.6,66.4,3
"Male",21,175.2,62.9,4
"Female",21,154.4,59.1,3
"Male",17,129.6,66.2,2
"Male",19,147.9,75.6,6
"Female",17,106.7,66.9,5
"Female",17,143.2,66.7,6
"Female",22,167.5,66.9,2
"Male",22,132.8,75.9,5
"Female",21,161,66,2
"Female",19,180.2,63.3,5
"Male",18,199.2,72.7,2
"Female",18,149,67.5,3
"Female",22,141.7,67.1,2
"Male",18,209.7,70.5,3
"Female",20,121.7,68.2,2
"Male",21,278.7,65.9,3
"Female",21,149.9,64.4,3
"Female",22,157.5,69.9,3
"Male",18,161.4,73.9,2
"Male",19,111.3,74.8,6
"Female",17,151.2,69.5,3
"Female",22,177.7,61.2,2
"Male",20,210.7,68.1,2
"Male",21,209.1,66.3,3
"Female",17,125.8,65.2,6
"Male",20,209.7,67.2,2
"Female",21,133.2,61.3,4
"Female",21,135.2,61.8,4
"Female",17,100.8,63.2,3
"Female",22,131.6,61.6,5
"Male",21,124.8,74.4,2
"Male",17,161.6,68.2,5
"Female",20,207.6,63.3,3
"Female",21,122.7,65.1,2
"Female",22,115.4,63.9,2
"Female",18,180.2,65.2,4
"Male",18,189.9,65.2,3
"Male",19,135,71.4,2
"Female",18,174.4,60.8,3
"Female",19,98.4,67.5,3
"Female",18,103,65.9,6
"Female",17,156.8,58.1,2
"Female",19,97.5,65.6,2
"Female",19,143.3,66.9,4
"Female",21,131.4,65.9,3
"Female",21,150.1,69.6,2
"Female",22,155.7,68.6,3
"Female",19,140.1,66.4,4
"Female",20,143.3,67.3,5
"Male",21,203,65.2,4
"Male",18,165.2,70.2,4
"Female",19,171.7,59,7
"Female",19,155.7,66.6,3
"Male",22,226.9,71.4,2
"Male",20,147.3,67.8,4
"Female",21,166.5,67.3,3
"Male",22,222,73,3
"Male",21,121.8,63.7,4
"Female",18,130.2,64.7,2
"Male",17,171.6,74.6,6
"Female",20,134.1,65.3,3
"Female",17,128,64.2,3
"Male",21,174.7,66.9,2
"Female",17,141.2,62.1,2
"Female",19,195.8,63.2,3
"Male",21,114.1,72.2,4
"Female",17,147.4,63.4,5
"Female",19,136.4,61.9,3
"Female",21,160.6,68.5,3
"Female",19,173.1,65.8,3
"Female",21,137.5,62.5,3
"Female",18,155.9,68.9,2
"Female",20,179.5,62.7,3
"Female",18,108.8,65.4,5
"Male",17,178.4,66.3,5
"Female",17,114.5,63.6,4
"Male",21,125.5,72.8,4
"Male",22,216.4,65.4,2
"Female",20,166.3,60,3
"Female",21,139.4,69.1,2
"Male",22,178.5,70.3,2
"Female",22,196.2,65.7,3
"Female",19,183.2,67.5,5
"Female",18,183.3,66.3,2
"Female",19,161.2,70.8,4
"Male",19,152.4,66.8,4
"Female",18,157.9,60.3,3
"Female",19,158.3,63.7,3
"Female",19,98.1,61.3,4
"Male",17,186,76.6,5
"Female",19,108.4,65.7,3
"Male",22,263.8,74.8,4
"Female",22,92.6,59.9,3
"Female",22,144.7,68.8,3
"Male",19,269.2,66.2,3
"Female",20,125.2,66.9,4
"Female",22,178.2,69.2,4
"Male",19,226.7,68.8,3
"Male",20,176.1,67.2,6
"Female",20,164.2,59.1,2
"Female",22,115.7,64.4,3
"Female",19,177.9,59.4,4
"Female",19,125.3,64.8,2
"Male",19,219.1,79.2,2
"Female",17,139,62.3,5
"Female",17,112.3,60.6,3
"Female",17,160.3,58.2,5
"Female",19,163.6,65.1,5
"Female",19,113.2,64.3,6
"Female",18,115.2,70.3,3
"Male",21,198.8,83.5,2
"Male",22,140,72.8,3
"Female",22,158.9,62.9,2
"Male",20,182.7,68.9,2
"Female",22,153.9,62.5,2
"Female",19,135.1,61.5,3
"Female",22,99.9,68,3
"Female",20,157,65.3,3
"Female",17,144.5,67.3,3
"Female",21,143.4,64.9,3
"Male",20,200.8,66.4,3
"Female",18,125.3,66.8,2
"Female",17,176.1,61,4
"Female",22,159.5,64.4,3
"Female",17,137,59.2,4
"Male",21,145.4,66.9,3
"Male",22,201.9,63.2,3
"Male",22,179.9,72.4,3
"Female",22,152.6,69.4,3
"Male",20,201.6,66,2
"Female",22,207.7,61.8,5
"Female",21,134.4,64.4,2
"Female",22,152.6,66.7,4
"Male",22,137.5,70.4,7
"Female",22,175.8,62.6,3
"Female",21,160.5,62.4,5
"Male",22,144.3,67.7,6
"Male",19,128.7,63.8,3
"Female",19,111.6,70.2,5
"Male",19,234.5,68.9,6
"Female",17,162.8,67.3,3
"Male",21,150.6,66.2,2
"Female",18,109,65.2,4
"Male",19,196,71.8,5
"Female",19,134.4,61.6,2
"Female",19,111.9,59.5,3
"Male",20,164.6,68.2,2
"Female",18,152.4,71.8,3
"Female",18,180.2,60.8,3
"Female",18,185.4,60.7,3
"Female",21,117.9,56.8,3
"Male",20,239,68.7,4
"Female",19,185.5,57.7,2
"Female",22,144.7,67,4
"Female",18,189.3,64.6,2
"Male",20,111.8,72.7,4
"Female",18,133.3,64.6,4
"Male",18,185.6,64.4,2
"Male",18,230.5,75.3,4
"Female",19,169.8,67.6,2
"Female",20,143.4,74.3,2
"Female",17,138.9,57.5,5
"Female",22,219.1,66.8,2
"Male",18,197.8,77.2,2
"Male",22,214,69.4,4
"Female",20,197.1,66.1,3
"Male",18,159.5,68.6,4
"Male",19,211.3,63.1,4
"Male",20,203.8,71.2,4
"Female",21,154.4,63.2,3
"Male",21,230.6,69.2,5
"Female",17,176.7,62.8,4
"Female",21,151.7,66.6,2
"Male",19,180.7,71.4,3
"Female",17,118.1,63.1,5
"Female",21,200.2,72.3,3
"Male",21,167.8,68.4,5
"Female",20,147.1,60.2,2
"Female",21,203.1,68.2,3
"Male",19,142.3,69.4,2
"Male",18,250.5,70.2,4
"Female",21,136.3,68.1,3
"Female",22,94.1,65.3,2
"Female",19,112,67.8,3
"Female",20,163.2,65.8,4
"Male",22,216,66.4,3
"Female",22,156.3,62.9,2
"Female",20,162.8,67.6,2
"Male",17,189.7,69.7,2
"Female",19,114.8,60.5,3
"Male",21,151.6,75.6,6
"Female",19,202.6,64.5,6
"Male",22,151.2,67.3,2
"Male",19,199.4,72.9,5
"Male",20,118.3,73.4,2
"Male",21,156.9,71.2,3
"Female",22,170.2,58.8,4
"Female",22,151,72.4,3
"Male",17,196.6,68,4
"Female",22,148.5,59.9,5
"Female",18,95.1,69.1,4
"Female",20,160.3,69.1,5
"Male",20,196.5,70,4
"Male",21,138.3,68.7,4
"Male",18,215.7,75.9,4
"Male",22,151.3,67.3,3
"Male",18,146.9,60.4,2
"Female",18,103.9,67.2,6
"Female",18,120.9,67.6,2
"Male",20,198,65.5,3
"Female",22,121.7,64.1,2
"Male",22,215.5,65.1,3
"Female",21,202.8,68,3
"Female",20,174.9,73.3,3
"Female",18,158.8,62.4,5
"Female",22,112.1,61.5,3
"Male",18,268.4,67.8,4
"Female",20,121.7,66.7,4
"Male",21,145.6,68.2,3
"Male",22,171.5,64.4,5
"Male",19,142.4,67.6,4
"Male",17,225.5,71.2,4
"Male",21,139.1,71,3
"Male",18,199,70.1,2
"Male",18,134.7,72.8,2
"Female",21,147,64.4,3
"Female",20,129.7,65.6,3
"Male",19,185.5,61.8,3
"Female",21,137.7,69.2,7
"Male",18,199.2,71,3
"Male",20,278.9,72.8,5
"Male",21,226.1,70.9,3
"Male",17,177,68.1,2
"Male",18,173.6,69.4,3
"Male",18,218.2,63.8,5
"Female",19,158.6,69.2,5
"Male",22,159.9,78,3
"Female",19,117.1,62.1,4
"Female",19,136.3,65.5,5
"Female",22,165.2,68.3,3
"Male",21,117.2,70.5,7
"Male",20,217.2,71.3,3
"Female",20,97.9,64.6,4
"Male",17,193.1,60.2,3
"Female",17,189.9,65,3
"Male",17,152.4,76.5,4
"Female",21,206,62.2,6
"Female",22,165.8,62.4,4
"Male",18,210.6,71.5,2
"Female",18,132.7,65.4,5
"Female",20,152.3,57.3,2
"Male",19,177,69.4,3
"Male",19,147.8,69,6
"Female",19,144.5,66.8,2
"Female",22,138.5,64.1,3
"Female",21,166.1,64.5,4
"Male",18,159.2,69.8,3
"Male",22,209.7,69.1,2
"Female",19,176.1,63,2
"Female",19,140.2,63.1,4
"Female",19,158.1,65.3,4
"Female",20,166.7,60.7,4
"Female",20,142.6,67.8,2
"Male",21,224.7,79.5,2
"Female",17,191.7,65,3
"Female",20,170.3,70.3,5
"Male",21,261.3,73,4
"Female",21,140.9,61.3,3
"Female",17,105.1,61.2,5
"Male",19,189.2,71.9,2
"Female",19,214.2,64.3,4
"Female",22,163,57.1,2
"Female",22,178.9,66,3
"Female",18,165.1,63.4,4
"Male",18,202.1,72.8,3
"Female",19,120.6,65.4,7
"Female",20,116.3,63.2,2
"Female",18,123.7,62.6,6
"Male",21,115.6,70.1,2
"Female",17,158.6,68.9,4
"Female",22,154.7,58.9,2
"Male",22,208.3,75.9,3
"Female",19,123.9,64.2,3
"Male",19,209.2,72.6,4
"Male",22,173.9,73.5,3
"Male",21,279.8,70.1,5
"Male",20,192.9,70.6,2
"Female",19,132.6,61.3,3
"Female",19,161.6,68.9,5
"Female",18,114.4,62.4,3
"Male",17,126.2,65.4,3
"Male",20,154.4,68.6,4
"Female",20,114.2,64.3,6
"Male",19,145.3,73.8,2
"Female",22,150.6,62.4,4
"Male",22,260.4,62.2,2
"Male",17,165.2,73.7,5
"Male",20,183.9,71.6,6
"Female",17,148.8,61.4,3
"Male",18,237.5,73,3
"Female",22,125.8,59.7,3
"Male",21,168.9,76.4,3
"Male",20,223.9,65.1,3
"Female",20,157.9,64.3,3
"Male",22,113.2,72.4,5
"Male",20,219.1,70.3,6
"Male",17,212.6,69.3,3
"Male",18,140.6,71.1,5
"Female",20,117.9,61.6,6
"Male",18,110.8,76.1,3
"Male",18,219.9,70.1,2
"Male",19,214.6,74.7,3
"Female",22,127,67.3,3
"Female",20,146.1,64.2,3
"Female",18,167.7,65.5,2
"Male",20,128,69.6,3
"Male",19,208.3,69.7,5
"Female",19,122,66.7,5
"Female",22,147.4,65.6,7
"Male",20,161,65.9,3
"Female",22,112.7,67.8,5
"Female",19,196.4,62.1,2
"Male",22,216.9,68.5,3
"Female",20,140.7,62.8,5
"Female",19,123.2,62.9,5
"Male",22,194.2,68.9,6
"Female",21,143.5,64.3,4
"Female",21,127.7,68.1,3
"Male",21,201.6,71.6,3
"Female",21,140.2,60.2,3
"Male",22,174.8,63.7,3
"Female",17,123.3,64.4,6
"Female",22,147.9,61.3,2
"Female",18,130,65.3,5
"Female",20,149.6,66.3,2
"Female",18,154.5,66,3
"Female",22,153.1,64.2,4
"Male",19,153.7,65.7,2
"Female",20,161.3,72,5
"Female",19,146.1,67,2
"Female",19,155.4,69.2,6
"Female",22,115.2,66.6,5
"Male",21,196.2,68.8,2
"Female",17,162.1,65.9,7
"Female",18,103.2,70.1,3
"Male",21,212,61.9,4
"Male",22,187.4,72.8,4
"Male",20,200.8,64,2
"Female",17,103.9,67.9,2
"Male",17,105.1,71,4
"Male",20,163,64.8,5
"Male",21,231.4,66.6,3
"Female",22,207.1,67.3,3
"Female",17,141.7,62.1,4
"Female",17,146,66.7,4
"Male",19,188.9,64.2,3
"Female",21,168.2,63.7,2
"Female",18,101.2,66.7,3
"Male",21,265.4,67.3,3
"Female",18,188.9,68.5,4
"Female",19,158.8,63.7,2
"Male",20,174.9,66.8,3
"Male",22,169.2,70.9,2
"Female",20,129.2,64.5,2
"Female",22,146.4,64.4,2
"Female",19,154.6,68,4
"Female",22,157.4,61.6,2
"Male",21,148.3,67.1,5
"Female",18,129.4,60.5,4
"Female",21,112.9,56.5,3
"Female",21,143.7,67.5,2
"Female",20,146.5,66.2,2
"Male",20,149,72.4,4
"Female",17,170.7,63.3,4
"Female",19,166,67.5,3
"Male",19,263.7,70.8,4
"Male",20,248.3,68.4,5
"Female",17,169.4,64.2,3
"Male",19,187.6,68.4,3
"Male",17,181.6,66.6,2
"Female",17,181.3,68.1,4
"Female",20,116.5,59.8,3
"Female",18,126.2,63,4
"Male",18,229.4,68.8,3
"Female",19,143.5,64.5,4
"Male",20,181.1,68.2,6
"Male",19,172.8,62.8,5
"Male",22,187,72.1,3
"Female",18,149.6,69.5,4
"Male",21,219,59.4,2
"Male",17,250.8,68.7,3
"Male",20,164.8,64,6
"Female",19,130.8,62.2,3
"Male",17,175.5,73,2
"Male",22,123.4,71.1,5
"Male",18,200.7,64.6,3
"Female",18,148.3,67,3
"Female",19,136.4,69.5,2
"Male",17,178.8,62.2,3
"Male",20,159.4,67.1,2
"Male",21,235.1,67.6,4
"Female",17,180,70.4,4
"Male",19,197.8,75.7,6
"Male",20,188.9,77.1,4
"Female",18,175.1,63.6,3
"Male",21,162.6,70.8,3
"Female",21,192.1,60.5,4
"Male",21,219.7,65.4,2
"Female",22,147.4,67.3,5
"Female",19,172.5,63,2
"Female",17,133.5,63.6,5
"Male",20,247,62.7,3
"Female",20,161.6,66.1,7
"Male",21,169.7,70.8,2
"Female",21,143.5,61.9,6
"Male",21,160.2,70.2,5
"Male",17,261.4,65.5,2
"Female",21,168.1,64.3,4
"Male",17,110.4,74.4,5
"Female",17,134.9,67.5,3
"Female",19,151.4,62.6,3
"Female",17,99,64.3,5
"Female",22,139.5,69.7,2
"Female",20,167.3,67.1,3
"Male",17,174.5,66.6,5
"Female",22,153.7,68,3
"Female",17,90.7,65.5,5
"Female",18,159.2,58.8,2
"Female",18,174.7,64.4,5
"Male",22,170.1,69.7,4
"Female",17,151.3,61.9,5
"Male",22,145.1,71.6,5
"Male",17,116.1,73.1,7
"Female",17,120.4,66.4,3
"Female",21,133.1,58.6,2
"Male",18,242.5,66.5,3
"Female",20,136.9,72.9,6
